id,category_id,gender_id,name,description,image,front_image,back_image,mask_image,rarity,effects,story_notes
99,4,2,Lepirox Valor,"Not meant for combat, but this armor is worn by medical personnel to ward off illnesses caused by sick Hatchies. This armor can repel diseases that may attempt to spread from sick Hatchies to humans.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Lepirox Valor-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Lepirox Valor-m-back.webp,,rare,,
100,4,1,Luminous Sea Armor,"The armor commonly worn by warriors when navigating the seas. This armor allows its user to breathe underwater, although not for extended periods. Another advantage is that it does not make the wearer sink due to its weight but instead makes them agile in the water.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Luminous Sea Armor-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Luminous Sea Armor-f-back.webp,,rare,,
101,4,1,Lunar Demonplate (Female),"An armor so terrifying it can only be donned by those with profound knowledge, be it advanced magic or high-level Tongenkyo. It possesses the power to subdue even the dark elements of Hatchy.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Lunar Demonplate (Female)-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Lunar Demonplate (Female)-f-back.webp,,rare,,
102,4,2,Lunar Demonplate (Male),"An armor so terrifying it can only be donned by those with profound knowledge, be it advanced magic or high-level Tongenkyo. It possesses the power to subdue even the dark elements of Hatchy.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Lunar Demonplate (Male)-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Lunar Demonplate (Male)-m-back.webp,,rare,,
103,4,2,Trainee's Plate,common training garment imbued with its own sensing crystal on the chest that flickers when the wearer runs out of Mana.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Merimora Plate-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Merimora Plate-m-back.webp,,common,,Often used by archers who heavily rely on enchanted arrows rather than using regular arrows.
104,4,1,Mighty Midnightscars (Female),"An armor imbued with malevolent energy and shrouded in an aura of dark magic. Only the mighty are capable of donning this armor, and its wearers are exclusively the war generals of The Order organization. They stand one tier below Darkheart Cyor.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Mighty Midnightscars (Female)-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Mighty Midnightscars (Female)-f-back.webp,,legendary,,its wearers are exclusively the war generals of The Order organization. They stand one tier below Darkheart Cyor
105,4,2,Mighty Midnightscars (Male),"An armor imbued with malevolent energy and shrouded in an aura of dark magic. Only the mighty are capable of donning this armor, and its wearers are exclusively the war generals of The Order organization. They stand one tier below Darkheart Cyor.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Mighty Midnightscars (Male)-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Mighty Midnightscars (Male)-m-back.webp,,legendary,,
106,4,1,Molten Haqoro,"Armor made from ""molten rock."" Its creation can only be performed by stone-melting magic. The name Haqoro itself was chosen because before it was known as ""Ixor, City of Chants,"" the place was called the Village of Haqoro.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Molten Haqoro-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Molten Haqoro-f-back.webp,,epic,,
107,4,1,Persanare (Female),The attire worn by members of a mysterious cult who believe that Omni is the true God. It is typically worn when the members gather in their special temple.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Persanare (Female)-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Persanare (Female)-f-back.webp,,rare,,
108,4,2,Persanare (Male),The attire worn by members of a mysterious cult who believe that Omni is the true God. It is typically worn when the members gather in their special temple.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Persanare (Male)-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Persanare (Male)-m-back.webp,,rare,,
109,4,1,Phrilea,"Phrilea is a gown bestowed upon someone who has successfully graduated and been officially registered in the Union of Priest Associations. The primary raw material of Phrilea is the hair of Pegasus Hatchies, carefully and lovingly trimmed.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Phrilea-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Phrilea-f-back.webp,,rare,,
110,4,2,Swiftwing Protector,"The ""Swiftwing"" is worn by warriors who prioritize speed and mobility for aggressive fighting styles. It is often worn by fearless heroes who are unafraid to confront death.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Protection of the Vulture-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Protection of the Vulture-m-back.webp,,epic,increased speed,
111,4,1,Radiance Astral,The armor worn by female witch employees at the Union of Wizard Associations office. It is capable of enhancing all magical attacks with all elements.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Radiance Astral-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Radiance Astral-f-back.webp,,epic,,
112,4,1,Red Draconic Armor,"Specialized armor designed for the members of the Chambra Temple. This armor assists in activating the seven dormant chakras within the human body, allowing the wearer to unleash a hidden power known as Tongenkyo.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Red Draconic Armor-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Red Draconic Armor-f-back.webp,,legendary,,Chambra Temple
113,4,2,Seraphic Eclipse,The armor worn by male knight employees at the Union of Knight Associations office. It has the ability to enhance all physical attacks and minimize the impact of attacks from magic of all elements.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Seraphic Eclipse-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Seraphic Eclipse-m-back.webp,,rare,,
114,4,1,Seraphic Valor,The armor worn by female knight employees at the Union of Knight Associations office. It has the ability to enhance all physical attacks and minimize the impact of attacks from magic of all elements.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Seraphic Valor-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Seraphic Valor-f-back.webp,,epic,,
115,4,2,Spring of Sol Assault,"An armor that is highly renowned due to its role in a significant historical war event in modern history. If a Hatchy Master and their Hatchy simultaneously attack the wearer of this armor, the weakest attack will have an impact on the wearer. Stronger attacks will mysteriously rebound.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Spring of Sol Assault-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Spring of Sol Assault-m-back.webp,,common,,
116,4,2,Sterling Omnibus,The attire worn in the central bank of Ixor. it has many hidden pockets,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Sterling Omnibus-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Sterling Omnibus-m-back.webp,,epic,,Ixor bank
117,4,1,Stormcaller Enigma (Female),The armor renowned for its ability to manipulate storms. One of the nine legendary armors.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Stormcaller Enigma (Female)-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Stormcaller Enigma (Female)-f-back.webp,,legendary,,Nine Legendary Armors
118,4,2,Stormcaller Enigma (Male),The armor renowned for its ability to manipulate storms. One of the nine legendary armors.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Stormcaller Enigma (Male)-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Stormcaller Enigma (Male)-m-back.webp,,legendary,,
119,4,1,Talily,The armor worn by female priest employees at the Union of Priest Associations office. It has the ability to regenerate its wearer and can minimize the effects of dark magic.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Talily-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Talily-f-back.webp,,common,,
120,4,2,The Pillar Of Domari,Specialized armor of the Domari Ice Guard. Imbued with special runes that increase Ice Magic,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/The Pillar Of Domari-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/The Pillar Of Domari-m-back.webp,,epic,particularly effective when combined with ice-type magic cards,"The guards of the Primary Temple in the city of Domari believe that dragons are not extinct. That's why they wear clothing with dragon symbols on the front, hoping that the dragons will rise again."
121,4,1,Trinket Swagger,"Trinket Swagger is an armor whose name is the result of a nickname given by the inhabitants of Artaria. There is only one in the world, and it can only be owned and used by the Queen of the Kingdom of Artaria. It has three slots to store magic cards.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Trinket Swagger-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Trinket Swagger-f-back.webp,,legendary,,Queen of the Kingdom of Artaria
122,4,2,Vanqhuiser Guardian,The armor worn by the leader of the Hydar Kingdom's army.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Vanqhuiser Guardian-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Vanqhuiser Guardian-m-back.webp,,legendary,,leader of Hydar kingdom Army - General
123,4,1,Vasukani Pride,An armor that has emerged only in recent years and was created by a sword expert who is also a Grandknight named Isilron.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Vasukani Pride-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Vasukani Pride-f-back.webp,,epic,,
124,4,2,Venomous Alchemist,"A garment donned by alchemists specializing in poisons, this armor can be infused with resistance potions, rendering the wearer immune to venom.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Venomous Alchemist-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Venomous Alchemist-m-back.webp,,common,,"poison, dark"
125,4,2,Vovelgoth,The armor worn by the warriors in the country of Akwar.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Vovelgoth-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Vovelgoth-m-back.webp,,rare,,Warriors of Akwar
126,4,1,War of Iph,"Originally just regular clothing with a few ornaments added to make it a simple armor. The War of Iph itself was a conflict that took place in the Doppelganger Forest, which was an unusual war as the forces that arrived there were fighting against creatures resembling themselves. The war abruptly ended due to an untimely tsunami that immediately destroyed the two warring factions.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/War of Iph-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/War of Iph-f-back.webp,,epic,,
127,4,2,Warden Valkryie,"Although in ancient tales, Valkyries were a race consisting only of females, this concept has changed with the embodiment of Valkyrie spirit in the Warden Valkyrie attire. Only males are allowed to wear this garment, and they are the ones responsible for guarding the prison.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Warden Valkryie-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Warden Valkryie-m-back.webp,,legendary,,
128,4,1,Wyrmfire Battlegear,Fire-elemental armor crafted through an extreme process. It is made by being placed in a special container and immersed in volcanic lava for several days. Only artisans with special certification are capable of creating it.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Wyrmfire Battlegear-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Wyrmfire Battlegear-f-back.webp,,epic,,
129,5,2,Purple Monk Hood (Male),The hood commonly worn during religious activities.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/COWL/IMG_1063-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/COWL/IMG_1063-m-back.webp,,legendary,,
130,5,1,Purple Monk Hood (Female),The hood commonly worn during religious activities.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/COWL/IMG_1093-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/COWL/IMG_1093-f-back.webp,,legendary,,
131,5,2,Purple Hood (Male),The hood used to protect the head from the scorching sun or cold weather.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/COWL/IMG_1110-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/COWL/IMG_1110-m-back.webp,,rare,"resistance to cold
resistance to light",
132,5,1,Purple Hood (Female),The hood used to protect the head from the scorching sun or cold weather.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/COWL/IMG_1111-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/COWL/IMG_1111-f-back.webp,,rare,"resistance to cold
resistance to light",
133,6,1,Celestial Strand,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/EYEBROW CROWN/CELESTIAL STRAND-f.webp,,,,rare,,
134,6,2,Schattenkrone,"A rare and expensive crown. It is crafted from a special material extracted using forbidden magic to emulate the power of Hatchy Abydon. Much like Abydon's abilities, the wearer of this crown can generate mist around them, and Schattenkrone users can also perceive everything concealed within the mist.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/EYEBROW CROWN/COSMICORE-m.webp,,,,rare,,Hatchy Abydon
135,6,2,Equinox,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/EYEBROW CROWN/EQUINOUX-m.webp,,,,epic,,
136,6,1,Tiara Anemos,"The crown is intended for women. Anyone can use this crown, but the condition is that the wearer must have an official certification from a specific organization. It can conjure the magic of the wind.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/EYEBROW CROWN/LUNARFORE-f.webp,,,,common,,
137,6,2,Nebular Crown,"Unbelievably light yet durable, its made from an unknown material, not from this world",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/EYEBROW CROWN/NEBULAAR-m.webp,,,,legendary,,
138,6,2,Celestine Tiara,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/EYEBROW CROWN/SKYXPLORER-m.webp,,,,common,,
139,6,1,Regalia of the Mystic Aurora,"The crown is shaped like a bird with outstretched wings. It is made from the finest artifacts not available in the market, and obtaining it requires risking one's life. It possesses extraordinary energy.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/EYEBROW CROWN/VALKYRIE CROWN-f.webp,,,,epic,,
140,7,2,Feline's Maschera,"An open-faced mask taking the silhouette of a tiger, used by female warriors who rely on speed in combat.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/FACIAL CROWN/IMG_1014-m.webp,,,,epic,,
141,7,2,Tygron's Maschera,"Similar to the Feline's Maschera, but its user is male. It serves the same function as the female version, enhancing speed both in combat and running.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/FACIAL CROWN/IMG_1015-m.webp,,,,epic,,
142,7,2,PurityMask,"The face shield is used by a considerable number of middle-class warriors belonging to any kingdom, due to its affordable price and decent quality.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/FACIAL CROWN/IMG_1017-m.webp,,,,epic,,
143,7,2,Sentinel Head Protector,A common head protector.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/FACIAL CROWN/IMG_1025-m.webp,,,,common,,
144,7,2,Scorchrex Mask,"A mask crafted by an Infernoforge, capable of inducing terrifying hallucinations, where all living creatures in front of the wearer appear as fire monsters ready to attack. This mask is sealed and stored within the Chambra Temple.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/FACIAL CROWN/IMG_1026-m.webp,,,,epic,,
145,7,2,QuantumGaze,A mask imbued with Void-Element Runes. Ideal for users specialized in Void-Elemental Hatchy Masters,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/FACIAL CROWN/IMG_1027-m.webp,,,,epic,increased void element,
146,7,1,Shadowmere Baraq,commonly Light-element headgear. increases light-elemental effectiveness,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/FACIAL CROWN/IMG_1029-f.webp,,,,legendary,increased light element,
147,7,2,Tiara of the Astrapai,"A tiara that is exceptionally well-suited for hunting Hatchy in dark places like caves or forests that are completely shrouded in darkness due to its ability to emit light from the gem at its center. It is primarily used by warriors, wizards, or Hatchy Masters ranging from beginner to intermediate levels.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/FACIAL CROWN/IMG_1751-m.webp,,,,rare,,
148,7,2,Open-Faced Daimon Mask,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/FACIAL CROWN/IMG_1901-m.webp,,,,rare,,
149,8,1,Diadem of the Radiant Dawn,"Highly compatible when combined with Radiance Astral, it will cause its user to have multiplied strength. Often used by female knights, though quite frequently worn by non-knight female warriors with less noble intentions.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/FOREHEAD CROWN/PALADINS PRIDER-f.webp,,,,epic,,
150,8,1,Tiny Starlite Tiara,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/FOREHEAD CROWN/STARLITE-f.webp,,,,rare,,
151,9,2,Eyes of Ether,"A device highly valued for its ability to see the flow of energy within a weapon, be it a sword, magic wand, dagger, arrow, or even a shield. It enables the user to anticipate the element used by their opponent.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/GLASSES/AUTRON-m.webp,,,,legendary,,
152,9,2,Tuxedo's Quest,"A tuxedo mask available in the country of Artaria, sold as a souvenir item. Often used at royal parties.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/GLASSES/CRUISEYE-m.webp,,,,rare,,
153,9,2,Falcoon,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/GLASSES/FALCOON-m.webp,,,,rare,,
154,9,2,Lunatic Hypnoptic,Used by knights and even Grandknights to protect them from illusion attacks that target vision.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/GLASSES/GEEK GLASSES-m.webp,,,,common,,
155,9,2,Oceanic Glasses,hatchy armor,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/GLASSES/IMG_3764-m.webp,,,,epic,,monster armor
156,9,2,EliteEye Monocle,"A monocle commonly used for examining the composition of an object. However, in the hands of a skilled craftsman, this monocle can enable its wearer to see the energy present within the bodies of living creatures.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/GLASSES/MONOCULUS-m.webp,,,,common,,
157,9,2,ForestDream EyePatch,"An eye patch that is typically worn by warriors in training to sharpen their hearing, but is also used by blind individuals to cover their damaged eyes so they are not seen by others.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/GLASSES/THE LOOTER-m.webp,,,,rare,,
158,10,1,Lapis Tenabres (Male),The special cowl that can only be worn by the Grandknight because it can enhance all the power of the Grandknight wearing it. Its energy will multiply exponentially when paired with the Kilas Tenabres.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/HALF FACE HEAD HELMET/MAELIN-m.webp,,,,legendary,,
159,11,2,Boyscap,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/HAT/BOYSCAP-m.webp,,,,rare,,
160,11,2,Long Red Farmer Hatband,A hatband used to protect the head from hot weather. Magic cards cannot be attached.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/HAT/CRACKSTONE HAT-m.webp,,,,common,,
161,11,2,Holysaint,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/HAT/HOLYSAINT-m.webp,,,,rare,,
162,11,,Spore Helm,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/HAT/IMG_3761.webp,,,,epic,,
163,11,2,Persist Hat,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/HAT/PERSISTHAT-m.webp,,,,rare,,
164,11,2,Iron Demon Kettle Hat,"Although it looks simple, this helmet is commonly used by paladins in battle. Highly recommended for knights with high status.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/HAT/PIKEMAN HELMET-m.webp,,,,rare,,
165,11,2,Pirate Bandana,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/HAT/PIRATE BANDANA-m.webp,,,,rare,,
166,11,2,Leaf Village Bycocket,"A bycocket woven directly in Leaf Village, and can be used by both knights and common folk.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/HAT/WANDERHOOD-m.webp,,,,common,,
167,12,1,Midnightscars Barbute (Male),"The barbute worn by war generals in the Order, especially when engaging in large-scale battles. It is resistant to hypnosis and all forms of hallucinatory magic.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/HELMET/THORGARD-m.webp,,,,legendary,,The Order
168,13,2,Harmony Horns,"Horn accessories resembling dove wings, commonly used for festivals. Made from high-quality buffalo bone.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/HORN/ANGELER-m.webp,,,,common,,
169,13,2,ShadowFlap Horns,"Horn accessories resembling bat wings, commonly used for festivals. Made from teak wood and special ceramic.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/HORN/DEMONAC-m.webp,,,,common,,
170,13,2,Royal Antlers,"Special horn accessories resembling deer antlers, commonly used for festivals. Made from sandalwood and combined with horn powder from Hatchy Elkar to add authority.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/HORN/MOTTLER KING-m.webp,,,,common,,
171,14,2,Mystishroud Mask,Gives the wearer the ability to summon a sudden enveloping mist,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 2 FACIAL CROWN/IMG_1019-m.webp,,,,rare,,
172,14,2,Chriothik Necromancer,"Crafted from 3 different Dark-element organs of Hatchy: Baphomet, Hypnoshade, and Murcial, this mask ranks among legendary masks. It possesses a high-level poison element, and strangely, it is believed to have the ability to resurrect the dead.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 2 FACIAL CROWN/IMG_1023-m.webp,,,,epic,,
173,14,2,Ancient Bullveil Protector,"A Mask made from Doom Horn and Abysit that can increase the hardness level of the armor worn on the body. despite its tiny size, its extremely heavy",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 2 FACIAL CROWN/IMG_1028-m.webp,,,,legendary,"cumbersome, increased armor",
174,14,2,Ixor Commanders Regalia,Ixor National Airguard Commanders Helm,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 2 FACIAL CROWN/IMG_2202-m.webp,,,,legendary,,Ixor National Airguard Commanders Helm
175,14,2,The Violent Maniac,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 2 FACIAL CROWN/IMG_2237-m.webp,,,,epic,,
176,14,2,Gryphoneers Headguard,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 2 FACIAL CROWN/IMG_2240-m.webp,,,,rare,,Gryphon rider
177,14,2,Mystikos Mors,"The sacred crown of the knights that has the power to infuse ordinary weapons with magic. However, if this crown is removed during a battle, the weapons held by the knights can revert to being ordinary weapons. Therefore, it is advised to use it with caution.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 2 FACIAL CROWN/IMG_2242-m.webp,,,,rare,,
178,14,2,Crown of the Whispering Void,"Used by the high-ranking members of The Order to distinguish themselves from their subordinates. It can ward off attacks of magic from all elements and can enhance the user's attacks, especially void-elemental magic.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 2 FACIAL CROWN/IMG_2243-m.webp,,,,legendary,,The Order
179,14,,Azhassi Domino Mask,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 2 FACIAL CROWN/IMG_3758.webp,,,,legendary,,
180,14,1,Grand Jesters Bell crown,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 2 FACIAL CROWN/QUIEJESTER-f.webp,,,,epic,,
181,15,2,Dreven Darkmore,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 3 FACIAL CROWN/IMG_2238-m.webp,,,,common,,
182,15,2,Ruhtra - Arthur Crown,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 3 FACIAL CROWN/IMG_2239-m.webp,,,,epic,,
183,15,2,Spirit of Ellendigedier,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 3 FACIAL CROWN/IMG_2241-m.webp,,,,rare,,
184,15,2,Royal Crown of Xaman'Ek,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 3 FACIAL CROWN/IMG_2244-m.webp,,,,epic,,
185,15,2,Behemoth Crown,behemoth helmet,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 3 FACIAL CROWN/IMG_3753-m.webp,,,,legendary,,behemoth hatchy
186,15,2,Buzzkill's Ornament,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE 1 BY 3 FACIAL CROWN/IMG_3756-m.webp,,,,epic,,
187,16,2,Glimmering Circos,"A face protector originating from Old Port. There is a sense of pride when using this face protector, as it is filled with stories of battles against evil.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE FULL FACIAL CROWN/IMG_1016-m.webp,,,,epic,,
188,16,2,Iron Legion Mask,A mask resembling an owl. Typically worn by Hatchy Masters who enjoy riding flying Hatchies.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE FULL FACIAL CROWN/IMG_1018-m.webp,,,,common,,
189,16,2,Fury Chaotic Helm,"A special helmet for the high ranking Order members, gives increased power and the chance to curse opponents",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE FULL FACIAL CROWN/IMG_1020-m.webp,,,,epic,,
190,16,2,Forgotten Grimoire,"A cruel, Cursed mask made from Shadarkan, processed before the fire was extinguished",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE FULL FACIAL CROWN/IMG_1021-m.webp,,,,epic,,
191,16,2,Estranged Chaotic Helm,"An Ancient form of the Fury Chaotic Helm, this prototype was said to eventually take control of the wearers mind",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE FULL FACIAL CROWN/IMG_1022-m.webp,,,,legendary,,
192,16,2,Parados Starless,"At first, the horns on this mask shone brightly as they were made from the horns of Hatchy Elkar, but the wearer of this mask has fallen into darkness and can never return. Therefore, the color of this mask has completely changed.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE FULL FACIAL CROWN/IMG_1024-m.webp,,,,rare,,
193,16,2,Wingrider Helm,mounted wingrider soldiers helmet,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/LARGE FULL FACIAL CROWN/IMG_2235-m.webp,,,,common,,
