Element,Stages,Evolution,Number,Variation ,ID name, file 2d,Deliver,Priority,concept,2d final,3D Model,Texture,Rigging,Nice Names
Dark,Teen,Dragon,01,Common,D_T_Dragon_01_Com,,,,,,,,,
Dark,Teen,Insect,01,Common,D_T_Insect_01_Com,,,,,,,,,
Dark,Teen,Bug,01,Common,D_T_Bug_01_Com,,,,,,,,,
Dark,Teen,Aquatic,01,Common,D_T_Aquatic_01_Com,,,,,,,,,
Dark,Teen,Salamander,01,Common,D_T_Salaman_01_Com,,,,,,,,,
Dark,Teen,Frog,01,Common,D_T_Frog_01_Com,,,,,,,,,
Dark,Teen,Turtle,01,Common,D_T_Turtle_01_Com,,,,,,,,,
Dark,Teen,Nymph,01,Common,D_T_Nymph_01_Com,,,,,,,,,
Dark,Teen,Golem,01,Common,D_T_Golem_01_Com,,,,,,,,,
Dark,Teen,Monster,01,Common,D_T_Monster_01_Com,,,,,,,,,
Dark,Teen,Dog,01,Common,D_T_Dog_01_Com,,,,,,,,,
Dark,Teen,Deer,01,Common,D_T_Deer_01_Com,,,,,,,,,
Dark,Teen,Bear,01,Common,D_T_Bear_01_Com,,,,,,,,,
Dark,Teen,Ape,01,Common,D_T_Ape_01_Com,,,,,,,,,
Dark,Teen,Cat,01,Common,D_T_Cat_01_Com,,,,,,,,,
Dark,Teen,Rabbit,01,Common,D_T_Rabbit_01_Com,,,,,,,,,
Dark,Teen,Rodent,01,Common,D_T_Rodent_01_Com,,,,,,,,,
Dark,Adult,Dragon,01,Common,D_A_Dragon_01_Com,,,,,,,,,
Dark,Adult,Insect,01,Common,D_A_Insect_01_Com,,,,,,,,,
Dark,Adult,Bug,01,Common,D_A_Bug_01_Com,,,,,,,,,
Dark,Adult,Aquatic,01,Common,D_A_Aquatic_01_Com,,,,,,,,,
Dark,Adult,Salamander,01,Common,D_A_Salaman_01_Com,,,,,,,,,
Dark,Adult,Frog,01,Common,D_A_Frog_01_Com,,,,,,,,,
Dark,Adult,Turtle,01,Common,D_A_Turtle_01_Com,,,,,,,,,
Dark,Adult,Nymph,01,Common,D_A_Nymph_01_Com,,,,,,,,,
Dark,Adult,Golem,01,Common,D_A_Golem_01_Com,,,,,,,,,
Dark,Adult,Monster,01,Common,D_A_Monster_01_Com,,,,,,,,,
Dark,Adult,Dog,01,Common,D_A_Dog_01_Com,,,,,,,,,
Dark,Adult,Deer,01,Common,D_A_Deer_01_Com,,,,,,,,,
Dark,Adult,Bear,01,Common,D_A_Bear_01_Com,,,,,,,,,
Dark,Adult,Ape,01,Common,D_A_Ape_01_Com,,,,,,,,,
Dark,Adult,Cat,01,Common,D_A_Cat_01_Com,,,,,,,,,
Dark,Adult,Rabbit,01,Common,D_A_Rabbit_01_Com,,,,,,,,,
Dark,Adult,Rodent,01,Common,D_A_Rodent_01_Com,,,,,,,,,
Abyssal,Seed,Egg,01,Common,A_S_Egg_01_Com,A_S_Egg_01_Com.psd,14-11-24,Started,,,,,,
Abyssal,Baby,Aquatic,01,Common,A_B_Aquatic_01_Com,,,,,,,,,
Abyssal,Baby,Flight,01,Common,A_B_Flight_01_Com,A_B_Flight_01_Com.psd,12/12/2024,Started,,,,,,
Abyssal,Baby,Biped,01,Common,A_B_Biped_01_Com,A_B_Biped_01_Com.psd,12/12/2024,Started,,,,,,
Abyssal,Baby,Quadruped,01,Common,A_B_Quadrup_01_Com,A_B_Quardrup_01_Com.psd,12/12/2024,Started,,,,,,
Abyssal,Baby,Amphibian,01,Common,A_B_Amphibi_01_Com,A_B_Amphibi_01_Com.psd,12/12/2024,Started,,,,,,
Abyssal,Baby,Reptiles,01,Common,A_B_Reptile_01_Com,A_B_Reptile_01_Com.psd,12/12/2024,Started,,,,,,
Abyssal,Baby,Shell,01,Common,A_B_Shell_01_Com,A_B_Shell_01_Com.psd,12/12/2024,Started,,,,,,
Abyssal,Cub,Dragon,01,Common,A_C_Dragon_01_Com,,,,,,,,,
Abyssal,Cub,Insect,01,Common,A_C_Insect_01_Com,,,,,,,,,
Abyssal,Cub,Bug,01,Common,A_C_Bug_01_Com,,,,,,,,,
Abyssal,Cub,Aquatic,01,Common,A_C_Aquatic_01_Com,,,,,,,,,
Abyssal,Cub,Salamander,01,Common,A_C_Salaman_01_Com,,,,,,,,,
Abyssal,Cub,Frog,01,Common,A_C_Frog_01_Com,,,,,,,,,
Abyssal,Cub,Turtle,01,Common,A_C_Turtle_01_Com,,,,,,,,,
Abyssal,Cub,Nymph,01,Common,A_C_Nymph_01_Com,,,,,,,,,
Abyssal,Cub,Golem,01,Common,A_C_Golem_01_Com,,,,,,,,,
Abyssal,Cub,Monster,01,Common,A_C_Monster_01_Com,,,,,,,,,
Abyssal,Cub,Dog,01,Common,A_C_Dog_01_Com,,,,,,,,,
Abyssal,Cub,Deer,01,Common,A_C_Deer_01_Com,,,,,,,,,
Abyssal,Cub,Bear,01,Common,A_C_Bear_01_Com,,,,,,,,,
Abyssal,Cub,Ape,01,Common,A_C_Ape_01_Com,,,,,,,,,
Abyssal,Cub,Cat,01,Common,A_C_Cat_01_Com,,,,,,,,,
Abyssal,Cub,Rabbit,01,Common,A_C_Rabbit_01_Com,,,,,,,,,
Abyssal,Cub,Rodent,01,Common,A_C_Rodent_01_Com,,,,,,,,,
Abyssal,Teen,Dragon,01,Common,A_T_Dragon_01_Com,,,,,,,,,
Abyssal,Teen,Insect,01,Common,A_T_Insect_01_Com,,,,,,,,,
Abyssal,Teen,Bug,01,Common,A_T_Bug_01_Com,,,,,,,,,
Abyssal,Teen,Aquatic,01,Common,A_T_Aquatic_01_Com,,,,,,,,,
Abyssal,Teen,Salamander,01,Common,A_T_Salaman_01_Com,,,,,,,,,
Abyssal,Teen,Frog,01,Common,A_T_Frog_01_Com,,,,,,,,,
Abyssal,Teen,Turtle,01,Common,A_T_Turtle_01_Com,,,,,,,,,
Abyssal,Teen,Nymph,01,Common,A_T_Nymph_01_Com,,,,,,,,,
Abyssal,Teen,Golem,01,Common,A_T_Golem_01_Com,,,,,,,,,
Abyssal,Teen,Monster,01,Common,A_T_Monster_01_Com,,,,,,,,,
Abyssal,Teen,Dog,01,Common,A_T_Dog_01_Com,,,,,,,,,
Abyssal,Teen,Deer,01,Common,A_T_Deer_01_Com,,,,,,,,,
Abyssal,Teen,Bear,01,Common,A_T_Bear_01_Com,,,,,,,,,
Abyssal,Teen,Ape,01,Common,A_T_Ape_01_Com,,,,,,,,,
Abyssal,Teen,Cat,01,Common,A_T_Cat_01_Com,,,,,,,,,
Abyssal,Teen,Rabbit,01,Common,A_T_Rabbit_01_Com,,,,,,,,,
Abyssal,Teen,Rodent,01,Common,A_T_Rodent_01_Com,,,,,,,,,
Abyssal,Adult,Dragon,01,Common,A_A_Dragon_01_Com,,,,,,,,,
Abyssal,Adult,Insect,01,Common,A_A_Insect_01_Com,,,,,,,,,
Abyssal,Adult,Bug,01,Common,A_A_Bug_01_Com,,,,,,,,,
Abyssal,Adult,Aquatic,01,Common,A_A_Aquatic_01_Com,,,,,,,,,
Abyssal,Adult,Salamander,01,Common,A_A_Salaman_01_Com,,,,,,,,,
Abyssal,Adult,Frog,01,Common,A_A_Frog_01_Com,,,,,,,,,
Abyssal,Adult,Turtle,01,Common,A_A_Turtle_01_Com,,,,,,,,,
Abyssal,Adult,Nymph,01,Common,A_A_Nymph_01_Com,,,,,,,,,
Abyssal,Adult,Golem,01,Common,A_A_Golem_01_Com,,,,,,,,,
Abyssal,Adult,Monster,01,Common,A_A_Monster_01_Com,,,,,,,,,
Abyssal,Adult,Dog,01,Common,A_A_Dog_01_Com,,,,,,,,,
Abyssal,Adult,Deer,01,Common,A_A_Deer_01_Com,,,,,,,,,
Abyssal,Adult,Bear,01,Common,A_A_Bear_01_Com,,,,,,,,,
Abyssal,Adult,Ape,01,Common,A_A_Ape_01_Com,,,,,,,,,
Abyssal,Adult,Cat,01,Common,A_A_Cat_01_Com,,,,,,,,,
Abyssal,Adult,Rabbit,01,Common,A_A_Rabbit_01_Com,,,,,,,,,
Abyssal,Adult,Rodent,01,Common,A_A_Rodent_01_Com,,,,,,,,,
